ds,channel,response,spend
2016-10-31,tv_S,260861.28047225304,1209096.6820319558
2016-11-07,tv_S,118647.74360188532,808186.822397164
2016-11-14,tv_S,161691.0783379492,932642.7522003572
2016-11-21,tv_S,77812.7044892032,675576.8337112671
2016-11-28,tv_S,27594.59579586065,451570.41834295256
2016-12-05,tv_S,21116.62256041963,408747.602169633
2016-12-12,tv_S,7010.204543214861,273215.88973743044
2016-12-19,tv_S,2290.8089442569762,182623.51145007272
2016-12-26,tv_S,160739.75860318163,929977.1727704805
2017-01-02,tv_S,160578.4008532094,929524.8017775901
2017-01-09,tv_S,63245.7020754906,621314.8270537803
2017-01-16,tv_S,28931.13679990085,459650.19932894193
2017-01-23,tv_S,9689.74475608319,307240.30553585
2017-01-30,tv_S,37536.99911114511,507203.3795068839
2017-02-06,tv_S,12696.253652367177,339025.89733675035
2017-02-13,tv_S,4175.2369075922725,226612.36834962532
2017-02-20,tv_S,1360.1161120440745,151472.69247699325
2017-02-27,tv_S,441.6937926793834,101247.68005085678
2017-03-06,tv_S,143.29374271158363,67676.17679495379
2017-03-13,tv_S,759.6688243184313,122942.8454456366
2017-03-20,tv_S,246.53711280409763,82177.7026384633
2017-03-27,tv_S,79.96407699931821,54929.38435300691
2017-04-03,tv_S,25.931517163688362,36716.00894800558
2017-04-10,tv_S,8.408820832337133,24541.788133043785
2017-04-17,tv_S,173.1806886013276,72422.1711074654
2017-04-24,tv_S,56.16645548772924,48408.57245599424
2017-05-01,tv_S,9671.440652653087,307029.2548181806
2017-05-08,tv_S,3169.808522244777,205225.10856407788
2017-05-15,tv_S,1031.443428702858,137176.97751661806
2017-05-22,tv_S,334.83699317228405,91692.10966561288
2017-05-29,tv_S,108.61461604990012,61289.02332690829
2017-06-05,tv_S,548.4781178212769,109407.9315502187
2017-06-12,tv_S,177.95750140540008,73130.66842266028
2017-06-19,tv_S,10913.923261115839,320829.74764841143
2017-06-26,tv_S,3581.9818476024197,214449.66158264645
2017-07-03,tv_S,2117.84264462282,177548.57169439568
2017-07-10,tv_S,688.3381445187221,118677.37138911134
2017-07-17,tv_S,1406.509535902863,153305.06593865258
2017-07-24,tv_S,456.783279642786,102472.47878484603
2017-07-31,tv_S,1421.316997545855,153881.75921432435
2017-08-07,tv_S,461.5997396710567,102857.9532575571
2017-08-14,tv_S,11222.568513955457,324105.4188323228
2017-08-21,tv_S,3684.546833199601,216639.19226673886
2017-08-28,tv_S,196467.58745496644,1028974.8021733181
2017-09-04,tv_S,81280.33455597075,687789.3952182936
2017-09-11,tv_S,124676.41049704295,826253.0631306022
2017-09-18,tv_S,46856.6291213075,552285.7249638834
2017-09-25,tv_S,184737.38672603888,996638.7288518089
2017-10-02,tv_S,352960.08288971416,1500958.6524165838
2017-10-09,tv_S,304002.7861732654,1338057.1843655978
2017-10-16,tv_S,148134.67221561173,894386.8592880216
2017-10-23,tv_S,160937.57367372836,930531.653259018
2017-10-30,tv_S,72620.8540332101,656827.0287346992
2017-11-06,tv_S,57348.00848389119,597655.2362009052
2017-11-13,tv_S,19848.36486715658,399485.90829188144
2017-11-20,tv_S,79409.63337670857,681230.1697922759
2017-11-27,tv_S,28215.140905986093,455349.2325528926
2017-12-04,tv_S,40328.9641159806,521292.0447214695
2017-12-11,tv_S,13684.44575179173,348443.0711168141
2017-12-18,tv_S,88057.35344406869,711024.9144820431
2017-12-25,tv_S,241295.4850782381,1153382.595387916
2018-01-01,tv_S,106531.16331757864,770946.3011743816
2018-01-08,tv_S,39131.515733229535,515317.4685235825
2018-01-15,tv_S,67473.6821476483,637618.83294547
2018-01-22,tv_S,23633.995938303266,426198.45555507694
2018-01-29,tv_S,31333.259183584858,473649.4240590356
2018-02-05,tv_S,10523.006529124894,316597.69532838865
2018-02-12,tv_S,7528.348560883715,280359.9647067922
2018-02-19,tv_S,2461.543608651958,187398.76832924344
2018-02-26,tv_S,3745.983216761666,217932.25952416955
2018-03-05,tv_S,1219.704530392743,145670.71677566445
2018-03-12,tv_S,35352.70751765602,495771.4118486232
2018-03-19,tv_S,11927.547510807883,331384.5186506804
2018-03-26,tv_S,16069.935798953755,369583.50272552506
2018-04-02,tv_S,5304.665501152677,247037.7440588009
2018-04-09,tv_S,1730.1967353534726,165125.4629592718
2018-04-16,tv_S,562.1056803019555,110373.49220216236
2018-04-23,tv_S,182.38179468524137,73776.07040475377
2018-04-30,tv_S,59.15118354755861,49313.54853208632
2018-05-07,tv_S,19.18167325079225,32962.2607369142
2018-05-14,tv_S,6.220000722371474,22032.70024628966
2018-05-21,tv_S,6.061682758950113,21830.441564025426
2018-05-28,tv_S,1.965580701186622,14591.947411109002
2018-06-04,tv_S,0.6373626319603208,9753.5786724283
2018-06-11,tv_S,150.52988446516173,68879.60656338187
2018-06-18,tv_S,48.8190648697369,46040.64437830883
2018-06-25,tv_S,15.830971529025925,30774.579596637945
2018-07-02,tv_S,892.2596613061139,130235.00604314393
2018-07-09,tv_S,289.6094228142465,87051.94320937035
2018-07-16,tv_S,788.7092916514069,124605.83398389374
2018-07-23,tv_S,1483.327321814474,156255.98076318222
2018-07-30,tv_S,481.77170062134604,104444.93517368777
2018-08-06,tv_S,1804.1828033837915,167624.49245866673
2018-08-13,tv_S,586.1900657841638,112043.89849820692
2018-08-20,tv_S,43490.47417182147,536616.0067219685
2018-08-27,tv_S,14811.134949193114,358685.9444451116
2018-09-03,tv_S,11520.414018373529,327214.17635789036
2018-09-10,tv_S,3783.589894685749,218717.15418949377
2018-09-17,tv_S,1232.0005871618177,146195.3576376498
2018-09-24,tv_S,480.93149354396763,104379.69334287316
2018-10-01,tv_S,273220.21264402795,1245045.48338363
2018-10-08,tv_S,126685.80189505468,832215.7920942527
2018-10-15,tv_S,146575.0492004769,889942.7441832245
2018-10-22,tv_S,56669.56393224442,594857.3089524392
2018-10-29,tv_S,54855.192166488276,587290.5121646073
2018-11-05,tv_S,18930.162323958994,392557.8987220911
2018-11-12,tv_S,82643.07542260768,692526.2357796176
2018-11-19,tv_S,29478.9603348381,462899.7715722835
2018-11-26,tv_S,88005.89568172858,710851.3911138889
2018-12-03,tv_S,31597.021687692624,475148.7085511279
2018-12-10,tv_S,10614.780051041324,317599.85006716195
2018-12-17,tv_S,3482.6417331094276,212290.7269815925
2018-12-24,tv_S,300523.0089881126,1327249.09231049
2018-12-31,tv_S,282499.707727337,1272511.7927803623
2016-01-04,ooh_S,79990.48088685071,488946.4822442051
2016-01-11,ooh_S,43033.28427481173,166685.08284383232
2016-01-18,ooh_S,20292.063832188345,56824.04486300921
2016-01-25,ooh_S,8892.824950861046,19371.691932495934
2016-02-01,ooh_S,27475.48633766329,86248.93763295462
2016-02-08,ooh_S,12315.639285511033,29402.832082062607
2016-02-15,ooh_S,5266.761928931768,10023.619515466884
2016-02-22,ooh_S,2205.2154527673433,3417.118048711463
2016-02-29,ooh_S,915.0211285384333,1164.9180957848591
2016-03-07,ooh_S,378.2394117758189,397.12826731249066
2016-03-14,ooh_S,26647.575484763438,82624.3836473734
2016-03-21,ooh_S,11913.206861230998,28167.197706321665
2016-03-28,ooh_S,37175.77905166534,133518.3836015899
2016-04-04,ooh_S,17193.469684143063,45517.298191113776
2016-04-11,ooh_S,38381.14309635487,140043.14736751874
2016-04-18,ooh_S,17821.341523437673,47741.633222359764
2016-04-25,ooh_S,7750.582614747972,16275.43786028171
2016-05-02,ooh_S,3269.2952887365477,5548.404184459913
2016-05-09,ooh_S,29540.656089046875,95562.48760595
2016-05-16,ooh_S,13328.766511053334,32577.882737286553
2016-05-23,ooh_S,54648.74228807332,244436.01523916706
2016-05-30,ooh_S,26809.8303054504,83329.85087273263
2016-06-06,ooh_S,11991.909574731391,28407.69613953031
2016-06-13,ooh_S,5123.293284473965,9684.371104760405
2016-06-20,ooh_S,53454.47297736128,235629.46602646212
2016-06-27,ooh_S,26115.51374601501,80327.64012289672
2016-07-04,ooh_S,11655.693718076658,27384.2226803203
2016-07-11,ooh_S,4974.5885022682205,9335.46224759088
2016-07-18,ooh_S,88404.60972635589,602513.5206942545
2016-07-25,ooh_S,49136.0629872501,205400.83579390796
2016-08-01,ooh_S,70025.72005073779,377929.50056765944
2016-08-08,ooh_S,36293.694063966825,128838.66107821885
2016-08-15,ooh_S,16737.127654378015,43921.94989672792
2016-08-22,ooh_S,7254.811782836886,14973.282604663867
2016-08-29,ooh_S,62132.01316720351,304440.4908635951
2016-09-05,ooh_S,57771.04164288372,268429.7726426393
2016-09-12,ooh_S,71379.51329308633,391726.4811303752
2016-09-19,ooh_S,47540.6909145234,194844.14281212035
2016-09-26,ooh_S,69319.38206595377,370877.65425599436
2016-10-03,ooh_S,67685.59819363829,354940.64012838656
2016-10-10,ooh_S,34781.889010157436,121001.60682799183
2016-10-17,ooh_S,29877.140993825018,97117.24637826747
2016-10-24,ooh_S,65135.3947134565,331068.9102641775
2016-10-31,ooh_S,33163.43266094711,112863.57656386585
2016-11-07,ooh_S,62296.034813109465,305854.9381502272
2016-11-14,ooh_S,31396.151224403195,104267.96705800424
2016-11-21,ooh_S,62480.91229483759,307454.6381386562
2016-11-28,ooh_S,31510.131502906177,104813.31534207962
2016-12-05,ooh_S,79588.01235110099,484007.5509679962
2016-12-12,ooh_S,42751.169846126,165001.36857482628
2016-12-19,ooh_S,93622.44710793479,684225.0555561909
2016-12-26,ooh_S,53128.02602443884,233256.83732447214
2017-01-02,ooh_S,106323.54418770492,930198.795339039
2017-01-09,ooh_S,63583.01084966889,317110.9086431276
2017-01-16,ooh_S,32192.73242826188,108105.20168843924
2017-01-23,ooh_S,14649.608474222496,36853.77674992008
2017-01-30,ooh_S,6309.506839859435,12563.695728974304
2017-02-06,ooh_S,2650.0160267568435,4283.046794399152
2017-02-13,ooh_S,54178.17108060831,240942.1189203195
2017-02-20,ooh_S,26535.56549622335,82138.7585579218
2017-02-27,ooh_S,11858.922907861612,28001.644908202023
2017-03-06,ooh_S,5064.438487709906,9545.945560062464
2017-03-13,ooh_S,2119.2295836195744,3254.2758446659905
2017-03-20,ooh_S,879.1203122762219,1109.404113667211
2017-03-27,ooh_S,17407.353661201832,46271.2031844163
2017-04-03,ooh_S,7560.890790602904,15774.158555508533
2017-04-10,ooh_S,106911.84766655933,943555.5147610194
2017-04-17,ooh_S,64094.61683519331,321664.30244842893
2017-04-24,ooh_S,92445.59781430411,664947.4836890656
2017-05-01,ooh_S,52213.102814281156,226684.9858429948
2017-05-08,ooh_S,91616.82241508836,651677.4077947835
2017-05-15,ooh_S,51573.93921578187,222161.12938813312
2017-05-22,ooh_S,40629.34133570811,152623.19527186855
2017-05-29,ooh_S,19005.830422863626,52030.25458126878
2017-06-05,ooh_S,29938.189673571505,97400.45718643477
2017-06-12,ooh_S,13525.325391775137,33204.458697873044
2017-06-19,ooh_S,5805.363958624458,11319.619119532326
2017-06-26,ooh_S,61765.2528076955,301293.93286733475
2017-07-03,ooh_S,31069.749411982284,102713.09025443134
2017-07-10,ooh_S,14087.569387680885,35015.57037413133
2017-07-17,ooh_S,50513.73032528403,214777.03904330585
2017-07-24,ooh_S,24430.072229708,73218.91013832064
2017-07-31,ooh_S,73132.74878153166,410160.8097109604
2017-08-07,ooh_S,65721.5665646714,336450.5270918105
2017-08-14,ooh_S,33532.797973410605,114698.205259077
2017-08-21,ooh_S,15325.644775847622,39101.375180974064
2017-08-28,ooh_S,6614.319252458641,13329.916868270253
2017-09-04,ooh_S,2780.56090202014,4544.25663784466
2017-09-11,ooh_S,59593.048968607676,283108.1670799351
2017-09-18,ooh_S,29746.73481556928,96513.4426714526
2017-09-25,ooh_S,62076.06762110342,303959.0695954198
2017-10-02,ooh_S,50263.04470081232,213052.65295493795
2017-10-09,ooh_S,93741.19017825554,686199.0555398478
2017-10-16,ooh_S,53220.822165696016,233929.7869473007
2017-10-23,ooh_S,42947.007498330946,166169.20830692866
2017-10-30,ooh_S,20245.543906313684,56648.17982860681
2017-11-06,ooh_S,89345.03486811144,616544.7383815589
2017-11-13,ooh_S,49843.379124126484,210184.17050954676
2017-11-20,ooh_S,57855.65980681971,269100.17094222986
2017-11-27,ooh_S,28703.09528351406,91738.02433533438
2017-12-04,ooh_S,47714.38650006805,195978.0979668761
2017-12-11,ooh_S,22856.93354788677,66810.22705235465
2017-12-18,ooh_S,47561.38510314955,194979.04734964625
2017-12-25,ooh_S,22771.813086375005,66469.64410320691
2018-01-01,ooh_S,10057.002062209756,22659.940374434318
2018-01-08,ooh_S,7313.441466704266,15125.92322925113
2018-01-15,ooh_S,3080.8778839594825,5156.527059945023
2018-01-22,ooh_S,32228.494145908393,108278.89410781386
2018-01-29,ooh_S,14667.573657302173,36912.989642054854
2018-02-05,ooh_S,6317.590742815536,12583.881794708137
2018-02-12,ooh_S,31733.97846317838,105887.92835743586
2018-02-19,ooh_S,14419.516734827279,36097.89363737704
2018-02-26,ooh_S,34116.96787554296,117627.01018707984
2018-03-05,ooh_S,15622.186888950817,40099.824111042755
2018-03-12,ooh_S,45779.31349458509,183553.2946982936
2018-03-19,ooh_S,21786.849313688672,62574.5296143933
2018-03-26,ooh_S,44392.235314274534,174923.07013744215
2018-04-02,ooh_S,21028.35687705164,59632.429102116934
2018-04-09,ooh_S,16015.858869965325,41437.08865494374
2018-04-16,ooh_S,6926.827283483624,14126.177007255445
2018-04-23,ooh_S,61816.08509727847,301728.70697454165
2018-04-30,ooh_S,31100.954992201016,102861.30761708728
2018-05-07,ooh_S,39628.33470953033,146955.09865129532
2018-05-14,ooh_S,18476.265479617865,50097.96303387768
2018-05-21,ooh_S,22746.81100776521,66369.72624480492
2018-05-28,ooh_S,10045.174075482453,22625.877717047213
2018-06-04,ooh_S,4266.445970136406,7713.311044534327
2018-06-11,ooh_S,1781.0926412201109,2629.5186429346463
2018-06-18,ooh_S,13661.148039451944,33639.42026019946
2018-06-25,ooh_S,5866.085381571141,11467.900386875714
2018-07-02,ooh_S,63807.068708820254,319099.48293002846
2018-07-09,ooh_S,32332.166781011005,108783.11978743404
2018-07-16,ooh_S,39935.14592723531,148680.88350412686
2018-07-23,ooh_S,18638.205903154987,50686.29448038797
2018-07-30,ooh_S,8126.298372469793,17279.29231790783
2018-08-06,ooh_S,45127.19195831654,179467.62479450408
2018-08-13,ooh_S,21429.369425085657,61181.69777877009
2018-08-20,ooh_S,51325.46670378575,220417.24457198806
2018-08-27,ooh_S,24891.902439217854,75141.6934284049
2018-09-03,ooh_S,40785.33728755514,153516.29922491987
2018-09-10,ooh_S,19088.674017591537,52334.71961335007
2018-09-17,ooh_S,31406.46247697093,104317.25132534049
2018-09-24,ooh_S,28437.205310393267,90537.43947066732
2018-10-01,ooh_S,26048.651053509166,80040.810662651
2018-10-08,ooh_S,11623.394056394684,27286.440624248098
2018-10-15,ooh_S,36063.050779382036,127628.1276993143
2018-10-22,ooh_S,16618.239127786346,43509.27107833906
2018-10-29,ooh_S,7200.6492885211255,14832.597671794902
2018-11-05,ooh_S,58924.99837727176,277666.5304414595
2018-11-12,ooh_S,29343.926405126484,94658.35282659446
2018-11-19,ooh_S,34682.54969328235,120494.6572237147
2018-11-26,ooh_S,15910.366225048463,41077.42391230202
2018-12-03,ooh_S,33478.277242625605,114426.56492270158
2018-12-10,ooh_S,15298.025661370133,39008.77119747746
2018-12-17,ooh_S,16211.11947199646,42105.34755910997
2018-12-24,ooh_S,7015.475435602625,14353.99087819448
2018-12-31,ooh_S,2952.7295827359353,4893.370226716294
2016-01-04,print_S,2217.579993859147,30082.51029834885
2016-01-11,print_S,41609.867488950396,180607.1424418657
2016-01-18,print_S,958.0535454489446,22498.816901124723
2016-01-25,print_S,25072.35199684907,87132.08385087317
2016-02-01,print_S,110.57984231640941,10854.325993254948
2016-02-08,print_S,3973.9224382088064,37078.82522366269
2016-02-15,print_S,1019.451017549443,22982.029393505385
2016-02-22,print_S,2.066425822375541,2862.9458633242007
2016-02-29,print_S,0.004095037705692075,356.64644213889284
2016-03-07,print_S,35385.17718113212,123840.09526949872
2016-03-14,print_S,314.739661176218,15427.16190963013
2016-03-21,print_S,0.628033162861723,1921.8115430872124
2016-03-28,print_S,30170.91691793249,102085.07295725877
2016-04-04,print_S,177.24427273697623,12717.068293922108
2016-04-11,print_S,0.35260187590733544,1584.2064006751493
2016-04-18,print_S,6.987251162560656e-4,197.34972416084153
2016-04-25,print_S,1.3846012964004432e-6,24.58449455182231
2016-05-02,print_S,27542.72215500426,93892.39590347339
2016-05-09,print_S,138.16025933719607,11696.479969058408
2016-05-16,print_S,0.2746132124800425,1457.0684063407057
2016-05-23,print_S,5.441798051583321e-4,181.51173227949826
2016-05-30,print_S,1.0783526219535275e-6,22.611504588069685
2016-06-06,print_S,2.1368752614115595e-9,2.816788387810706
2016-06-13,print_S,4.234455214151246e-12,0.3508964558639562
2016-06-20,print_S,8.391042418080774e-15,0.04371230841149002
2016-06-27,print_S,1.6627780741835924e-17,0.005445383886698565
2016-07-04,print_S,4482.355339223551,38763.00067834911
2016-07-11,print_S,9.852260714814625,4828.832586624147
2016-07-18,print_S,3794.3071457373126,36456.54332073335
2016-07-25,print_S,8.202427582815345,4541.509720664112
2016-08-01,print_S,0.0162569484099894,565.7505803946234
2016-08-08,print_S,20.08216542873215,6128.810716164969
2016-08-15,print_S,0.03981259804719476,763.4858082593905
2016-08-22,print_S,30995.70036703275,104943.10990082889
2016-08-29,print_S,192.42396517985253,13073.103216022333
2016-09-05,print_S,1263.4831009936977,24738.892157807622
2016-09-12,print_S,2.575197776126297,3081.803950108687
2016-09-19,print_S,42199.581129382525,191908.57696977686
2016-09-26,print_S,1143.7681760881912,23906.673216914485
2016-10-03,print_S,20702.969088190224,76576.79840691896
2016-10-10,print_S,26141.654127090595,89967.75321971004
2016-10-17,print_S,121.655278591897,11207.574514099711
2016-10-24,print_S,18468.976732885385,71603.49720309612
2016-10-31,print_S,61.57807335230406,8919.879641920623
2016-11-07,print_S,25286.401756506188,87689.84497407079
2016-11-14,print_S,112.7032165300385,10923.808103517715
2016-11-21,print_S,11263.457674472957,56058.81416859346
2016-11-28,print_S,4264.810374718387,38055.42811153959
2016-12-05,print_S,9.324673590232127,4740.687979441569
2016-12-12,print_S,0.018481659650062585,590.5628614280896
2016-12-19,print_S,3.6623472250939165e-5,73.56832907176815
2016-12-26,print_S,7.257347022474879e-8,9.16464511385635
2017-01-02,print_S,42921.108857286046,209987.14166953528
2017-01-09,print_S,1485.2760956688173,26158.77859611302
2017-01-16,print_S,276.918411135232,14776.017137493749
2017-01-23,print_S,23307.838269301345,82698.02966244642
2017-01-30,print_S,94.63446205590073,10301.961496667058
2017-02-06,print_S,0.18791928408235326,1283.3487219950646
2017-02-13,print_S,3.72384430261576e-4,159.87090834878447
2017-02-20,print_S,22267.99555323102,80202.58230370145
2017-02-27,print_S,86.37062857250713,9991.095533938753
2017-03-06,print_S,31412.917044388294,106452.95647514527
2017-03-13,print_S,200.7782522660736,13261.189695687826
2017-03-20,print_S,39222.18463048904,150555.65603331345
2017-03-27,print_S,561.1425445713063,18755.205872395407
2017-04-03,print_S,1.1258423369968051,2336.3967623913222
2017-04-10,print_S,0.002231036566251903,291.05251461659714
2017-04-17,print_S,4.4210464946054795e-6,36.257354755936866
2017-04-24,print_S,8.760793725759123e-9,4.516696155776465
2017-05-01,print_S,1.7360483946846896e-11,0.562659474220619
2017-05-08,print_S,3.440172344002491e-14,0.07009231372035898
2017-05-15,print_S,6.817082860520768e-17,0.008731626619241572
2017-05-22,print_S,1.3508805396981111e-19,0.001087727018429169
2017-05-29,print_S,10259.438346418317,53810.33346883498
2017-06-05,print_S,26.24412605782392,6703.327585693212
2017-06-12,print_S,0.052035640307360416,835.0552361311811
2017-06-19,print_S,1.0311450754140626e-4,104.0255363438263
2017-06-26,print_S,3380.4910852813987,34958.62546477179
2017-07-03,print_S,20516.178531222216,76152.90924009313
2017-07-10,print_S,74.00246939331174,9486.614639464338
2017-07-17,print_S,42027.93633024533,188363.1116556025
2017-07-24,print_S,1083.2570014276332,23465.003115420168
2017-07-31,print_S,226.82785398127473,13816.444798031283
2017-08-07,print_S,18980.39538696973,72725.4926271052
2017-08-14,print_S,64.50230261014597,9059.650247154606
2017-08-21,print_S,24726.23045831874,86239.923317888155
2017-08-28,print_S,107.23877613016357,10743.186665060877
2017-09-04,print_S,0.21300724743488117,1338.3135707914282
2017-09-11,print_S,3323.4628017470636,34744.38472431616
2017-09-18,print_S,7.104416993626701,4328.22057691457
2017-09-25,print_S,0.014080386996652245,539.1804607009173
2017-10-02,print_S,2.7901856346645114e-5,67.16745693420593
2017-10-09,print_S,37799.62650513807,138795.36726773286
2017-10-16,print_S,441.2504129842635,17290.18859753143
2017-10-23,print_S,0.8829439204283476,2153.894813805546
2017-10-30,print_S,0.0017496851894362822,268.3176555749536
2017-11-06,print_S,41123.04939813933,172832.75853303718
2017-11-13,print_S,842.208821160929,21530.33670859809
2017-11-20,print_S,179.77430013486014,12777.770468747702
2017-11-27,print_S,19378.560876948937,73605.10160060151
2017-12-04,print_S,66.85815498443348,9169.225986916117
2017-12-11,print_S,0.13268168853975953,1142.2401894823383
2017-12-18,print_S,2.62924240525099e-4,142.2925612620288
2017-12-25,print_S,33027.42550622064,112776.0591787173
2018-01-01,print_S,10226.906508243086,53736.54575299125
2018-01-08,print_S,26.13679957887457,6694.13561085836
2018-01-15,print_S,33980.15283941775,116938.910162044
2018-01-22,print_S,40106.169880986046,159673.12558762176
2018-01-29,print_S,667.3370689299462,19890.998595376946
2018-02-05,print_S,4271.931675819534,38078.886141861556
2018-02-12,print_S,9.341855987598631,4743.610222282794
2018-02-19,print_S,7771.883477684739,47926.59356135359
2018-02-26,print_S,22600.14013493023,80991.37104210096
2018-03-05,print_S,88.928772161624,10089.357502756693
2018-03-12,print_S,39665.11668922996,154907.8639536367
2018-03-19,print_S,610.3499340318871,19297.37451418373
2018-03-26,print_S,1275.941438734867,24822.603133391993
2018-04-02,print_S,2.6013221733869263,3092.2320975607927
2018-04-09,print_S,0.005155102800858275,385.209371225144
2018-04-16,print_S,1.0215408826360059e-5,47.98677945187896
2018-04-23,print_S,2.0242965024826284e-8,5.9778685934859865
2018-04-30,print_S,4.011367923398028e-11,0.7446824589847922
2018-05-07,print_S,7.948970221074399e-14,0.09276750668690269
2018-05-14,print_S,9054.02073948544,51027.34488968217
2018-05-21,print_S,22.395188053561757,6356.641681505151
2018-05-28,print_S,2719.0419413215086,32332.534116450846
2018-06-04,print_S,5.730309094363928,4027.768532296819
2018-06-11,print_S,5269.675313388913,41186.75217603826
2018-06-18,print_S,11.809317634648671,5130.767163646136
2018-06-25,print_S,21549.355192644518,78520.15628926101
2018-07-02,print_S,81.0782800792762,9781.510274259621
2018-07-09,print_S,25166.890595466924,87377.84776029112
2018-07-16,print_S,111.51216091569371,10884.941599726208
2018-07-23,print_S,4925.356460192115,40150.97244228868
2018-07-30,print_S,10.944099260797211,5001.736726286614
2018-08-06,print_S,10620.052620907123,54624.082549620514
2018-08-13,print_S,27.447235138122203,6804.698945233688
2018-08-20,print_S,0.05442254836715216,847.6833948323431
2018-08-27,print_S,1.078444415229218e-4,105.59866698846423
2018-09-03,print_S,17.08951858059191,5806.4881014197645
2018-09-10,print_S,9.34022526502289,4743.333035815309
2018-09-17,print_S,19208.578994297222,73228.89236467055
2018-09-24,print_S,65.84369232208647,9122.360383478272
2018-10-01,print_S,824.4790022824783,21374.73532275083
2018-10-08,print_S,907.555030161185,22086.386699964216
2018-10-15,print_S,101.43963267423752,10544.70608444078
2018-10-22,print_S,0.2014627482575898,1313.5882017865017
2018-10-29,print_S,358.8479322289458,16124.637938322317
2018-11-05,print_S,186.01084012652035,12925.03172513703
2018-11-12,print_S,0.3701132399937879,1610.1130791031094
2018-11-19,print_S,7.334263762640448e-4,200.57700303025064
2018-11-26,print_S,33198.21183847123,113495.98652713696
2018-12-03,print_S,242.9124877235804,14138.562768681799
2018-12-10,print_S,8158.987874131051,48881.286573038065
2018-12-17,print_S,19.697953804211245,6089.300243771849
2018-12-24,print_S,11530.302466944664,56648.23052736615
2018-12-31,print_S,30.597599868776477,7056.8536170609095
2016-01-04,facebook_S,44680.691955257265,158267.93058174895
2016-01-11,facebook_S,46902.7926025642,168460.09077213478
2016-01-18,facebook_S,44198.729546114024,156125.91526402725
2016-01-25,facebook_S,38913.96918343336,134043.16798795597
2016-02-01,facebook_S,9651.756054198235,37744.317584503
2016-02-08,facebook_S,34579.939667335624,117559.63543529138
2016-02-15,facebook_S,22377.4331586536,76560.76229959368
2016-02-22,facebook_S,4653.7790103270045,21558.232098835175
2016-02-29,facebook_S,23007.687399979786,78538.33025597353
2016-03-07,facebook_S,4814.488634074283,22115.08220996687
2016-03-14,facebook_S,854.6494716381246,6227.2378284537635
2016-03-21,facebook_S,146.86553720619753,1753.4861776208445
2016-03-28,facebook_S,52098.811792547276,194625.20458023789
2016-04-04,facebook_S,15473.79946482679,55428.32671099377
2016-04-11,facebook_S,3014.7638170767,15607.691148759772
2016-04-18,facebook_S,21831.227098101455,74855.50077819306
2016-04-25,facebook_S,4516.0928960208075,21078.05893227617
2016-05-02,facebook_S,799.6899822513276,5935.2293917448
2016-05-09,facebook_S,137.36020591140937,1671.2614783844933
2016-05-16,facebook_S,32673.209930919787,110688.52254158139
2016-05-23,facebook_S,7554.6734010682285,31168.03944938287
